transactionAmount,dateTimeTransaction,merchantCategoryCode,acquiringInstitutionCode,cardAcceptorId,cardBalance,channel,transactionOrigin,transactionType,entityId,latitude,longitude
71658.61,1707872536,8277,6896,9027508,87956.04,MOBILE,App,Payment Withdrawal,PMXLSZ4QR1,-34.5474534,-58.5230816
58135.03,1682840768,2326,7043,1509363,65794.42,ATM,On-Site,ECOM,PMXLSZ4QR1,28.260141,112.571923
19341.86,1698879808,5222,3017,1765609,7989.05,WEB,Order,Order,XYBTQO2NP7,59.5721558,17.5208372
14191.68,1711287327,3872,6737,9802359,39700.38,ATM,On-Site,Payment Withdrawal,OTYJVD5UH6,41.821778,124.048453
83124.46,1683099750,8857,6928,3120345,87708.95,POS,On-Site,Payment Withdrawal,OTYJVD5UH6,-1.259553,104.100502
84685.83,1701085582,1189,4884,4992758,51656.45,ATM,App,Payment Withdrawal,EKCZSH8MA5,51.240387,20.3798933
67350.34,1707362094,1859,2403,1505716,16707.28,POS,On-Site,Payment Withdrawal,XYBTQO2NP7,-7.2630131,112.7211714
47473.52,1692837061,3082,9329,2358833,86380.45,ECOM,App,Payment Withdrawal,PMXLSZ4QR1,-12.1349328,44.4252603
81170.37,1686419066,566,883,4990231,50427.31,WEB,On-Site,Payment Withdrawal,HNKFAI9VE2,40.7331596,-7.8222033
57654.22,1685602800,8087,5755,7651584,16162.87,WEB,ECOM,Payment Withdrawal,RWUDGJ6LC3,51.3100484,156.9842018
52874.72,1704656922,9998,556,1414273,47453.69,PHONE,Website,Payment Withdrawal,EKCZSH8MA5,-6.3503773,106.8974964
92054.53,1711734829,2085,9621,9800751,82867.03,POS,Order,ECOM,PMXLSZ4QR1,52.1598029,22.0590694
25790.32,1696626979,4090,3745,8038030,86761.54,ATM,Order,Subscription,HNKFAI9VE2,34.728584,112.132488
94796.82,1699799591,2873,1908,8419462,34488.04,WEB,App,Purchase,RWUDGJ6LC3,52.9779583,49.4270742
77021.61,1704219344,2335,122,3704090,11521.13,POS,ECOM,Subscription,OTYJVD5UH6,6.4096168,1.8855057
84198.05,1706476871,4838,2953,6339766,52241.55,PHONE,Order,Purchase,OTYJVD5UH6,15.7453924,-86.8947789
73727.95,1707925290,6826,223,9549559,33886.58,POS,On-Site,Purchase,PMXLSZ4QR1,27.8096522,120.445031
2724.63,1683498919,8985,2359,1828842,63364.15,PHONE,App,Payment Withdrawal,PMXLSZ4QR1,30.638674,119.680353
29727.41,1711264596,6134,1618,5612785,25101.39,ECOM,App,ECOM,OTYJVD5UH6,-6.6022253,106.199266
45153.04,1710002712,711,2665,2518504,40617.07,WEB,App,ECOM,PMXLSZ4QR1,44.5047212,38.1300171
43692.34,1691728621,5289,2701,6490442,11668.72,ECOM,ECOM,ECOM,OTYJVD5UH6,21.857958,111.982232
20936.71,1693200516,5996,9449,8203523,71746.64,MOBILE,On-Site,Subscription,EKCZSH8MA5,34.197813,108.95974
19300.16,1692442286,9834,7043,5929791,43597.86,ATM,Website,Order,XYBTQO2NP7,35.3113485,25.313023
69038.53,1689329436,1471,8878,4204403,83765.2,WEB,ECOM,Purchase,PMXLSZ4QR1,-8.412098,119.866554
71425.44,1697420764,6536,6975,7351378,99430.1,ATM,ECOM,Order,EKCZSH8MA5,-4.8149897,-38.1054495
4351.51,1694926262,4331,3024,4256458,65490.38,ATM,On-Site,Order,HNKFAI9VE2,13.9483457,100.791665
30346.12,1702642333,7805,1977,9034235,89724.87,ECOM,App,ECOM,XYBTQO2NP7,40.0383706,44.5657164
5331.59,1708840628,1937,490,2949400,5130.17,ECOM,ECOM,Payment Withdrawal,PMXLSZ4QR1,26.577837,118.746284
15608.44,1693316538,6986,965,3733690,5916.23,PHONE,App,Subscription,OTYJVD5UH6,25.8903957,-97.4990069
40158.41,1692709273,3299,7187,6079562,75549.12,ECOM,On-Site,Purchase,PMXLSZ4QR1,32.990664,112.528308
72527.79,1687113252,4,6835,5551692,7633.91,POS,ECOM,Subscription,XYBTQO2NP7,42.2020702,25.3248541
47839.98,1692820802,1457,6220,8496995,10554.65,ATM,On-Site,Order,HNKFAI9VE2,-6.7944214,110.7867474
83956.8,1697553291,4803,7887,3723497,83212.45,WEB,On-Site,ECOM,XYBTQO2NP7,63.8277884,20.2655577
39371.66,1707139301,3449,8624,906103,24288.64,WEB,Order,Purchase,OTYJVD5UH6,53.4131023,18.0085553
90484.19,1689259740,3637,9509,3598583,60067.63,WEB,ECOM,Purchase,PMXLSZ4QR1,55.8697739,48.5236711
25603.4,1686386467,7528,7653,6182790,97900.01,MOBILE,App,Payment Withdrawal,HNKFAI9VE2,49.9481168,14.6774529
72397.48,1681207441,825,1468,8999154,51374.94,ECOM,Order,Order,HNKFAI9VE2,-4.423943,11.69283
59441.17,1691806298,5034,4598,8498531,2780.2,WEB,App,Purchase,OTYJVD5UH6,11.4218134,122.6653777
51857.03,1698211399,6101,1270,9317923,36512.33,MOBILE,On-Site,Subscription,HNKFAI9VE2,-6.9534286,111.5021144
85551.36,1699257074,4912,5123,4657421,78312.12,POS,App,Subscription,RWUDGJ6LC3,34.208655,107.788999
22744.88,1695242727,9946,2569,9082574,29464.11,PHONE,App,Subscription,PMXLSZ4QR1,39.1586587,-7.99645
79119.77,1686149000,2509,4603,4583806,81101.56,ATM,Website,Order,OTYJVD5UH6,9.7852847,38.7315822
74029.8,1696287739,2216,2319,3521462,30454.49,ECOM,Order,Payment Withdrawal,EKCZSH8MA5,30.037192,121.154634
98632.15,1689341107,7139,4358,181892,26341.18,WEB,Website,Payment Withdrawal,OTYJVD5UH6,29.985295,122.207215
61414.35,1710486494,4,571,2310346,14350.32,ECOM,App,Payment Withdrawal,OTYJVD5UH6,9.0056327,-62.6471664
32096.97,1688224178,7573,4922,5457339,80014.6,ECOM,On-Site,Subscription,HNKFAI9VE2,53.1310185,-6.7449927
77413.23,1704907175,9545,4819,4143147,72100.93,ATM,Order,Subscription,PMXLSZ4QR1,-7.3949134,112.7986343
38503.06,1709272699,5047,2997,6268904,59286.09,POS,Website,ECOM,EKCZSH8MA5,51.3367814,18.6254711
63123.24,1709620467,5805,781,1300935,90598.55,MOBILE,ECOM,Order,XYBTQO2NP7,-5.7,-75.983333
88410.7,1696900073,9742,6889,5064927,64430.55,ATM,Website,Subscription,RWUDGJ6LC3,-1.3664276,-79.8996789
46285.01,1705227061,7250,4378,3037658,30765.99,MOBILE,App,Payment Withdrawal,PMXLSZ4QR1,8.18806,124.60972
71100.72,1695643598,3584,1428,9127332,87131.12,POS,On-Site,Order,XYBTQO2NP7,30.930612,108.697324
49998.96,1688332038,5736,9973,2331415,80322.37,WEB,App,Purchase,XYBTQO2NP7,38.4664687,-9.0952451
83313.61,1710134624,8052,3309,6090162,19091.18,MOBILE,App,Subscription,EKCZSH8MA5,15.7700153,121.5561657
31920.06,1707918952,6529,399,2420185,43236.26,MOBILE,App,ECOM,RWUDGJ6LC3,-1.880763,105.668503
56071.04,1692985359,6170,5442,9981211,72456.04,WEB,ECOM,Purchase,EKCZSH8MA5,-7.8816972,113.7781575
19364.78,1688246952,1413,2660,8411919,12097.95,WEB,ECOM,ECOM,OTYJVD5UH6,-13.54918,-71.893158
28906.59,1687140614,8197,160,20979,71736.54,ECOM,Website,ECOM,RWUDGJ6LC3,23.7247599,108.8076195
42296.6,1684264211,4309,3153,2992222,26681.4,MOBILE,Website,Payment Withdrawal,OTYJVD5UH6,14.6355044,121.016279
82601.54,1694665681,7001,2433,6283901,91135.02,ATM,On-Site,Payment Withdrawal,XYBTQO2NP7,33.9930471,-118.153228
55060.23,1685526598,2385,3878,3702922,58054.97,POS,ECOM,ECOM,EKCZSH8MA5,13.7506463,100.5326139
61611.34,1711381463,7581,2840,4285863,14080.71,ECOM,Order,Order,PMXLSZ4QR1,51.6256317,21.9326303
84012.31,1690360657,5228,6446,595846,89605.99,MOBILE,Website,Subscription,OTYJVD5UH6,16.5245838,121.5194596
54792.56,1681636379,6962,8110,1311737,2937.97,MOBILE,App,Order,RWUDGJ6LC3,14.6135888,121.0957927
13964.36,1701521058,2134,6281,5073046,83921.68,ATM,Order,Payment Withdrawal,RWUDGJ6LC3,50.444953,-104.3624353
45629.37,1683085192,7501,8859,5346554,70399.53,WEB,Order,Purchase,OTYJVD5UH6,28.654639,116.144136
88100.32,1688879903,9248,758,5446424,74152.75,WEB,Website,Order,PMXLSZ4QR1,47.9318074,5.2893597
46189.18,1698970985,932,1265,6932579,9691.5,MOBILE,On-Site,Purchase,HNKFAI9VE2,59.905383,10.7674925
83487.88,1709530522,4,7991,5540996,78741.11,MOBILE,Website,Subscription,EKCZSH8MA5,-14.2171388,-71.4314206
11801.1,1701116248,9886,1551,4830099,65775.2,ECOM,App,ECOM,HNKFAI9VE2,25.6872431,32.6396357
86310.89,1696774236,5132,1223,2460130,22095.31,PHONE,Order,ECOM,PMXLSZ4QR1,26.641315,100.222545
98991.53,1683996338,8287,3088,2056930,38920.68,ATM,Website,ECOM,RWUDGJ6LC3,52.1683391,18.553654
74884.33,1698092513,7984,2636,7048976,27904.18,WEB,ECOM,ECOM,PMXLSZ4QR1,41.057857,23.6514405
26975.61,1680827314,7692,7026,9953940,90759.75,MOBILE,Website,Purchase,OTYJVD5UH6,37.467686,121.153674
37123.58,1706549262,9833,7370,4271024,10957.46,POS,On-Site,ECOM,PMXLSZ4QR1,29.57991,71.75213
64211.64,1688080321,2255,8579,2981751,1221.03,POS,ECOM,Subscription,XYBTQO2NP7,40.039377,48.9202533
89744.53,1708279956,8596,2465,8355666,46636.88,ATM,On-Site,Subscription,OTYJVD5UH6,41.7429283,-87.7123355
80836.68,1690817285,213,5492,3847676,79306.11,ECOM,Order,Purchase,PMXLSZ4QR1,-6.7685746,39.2134078
60720.53,1690999593,5461,4239,2864739,94841.03,PHONE,App,Purchase,HNKFAI9VE2,48.7700185,2.3508225
20374.65,1688848094,9482,5974,4482904,66866.01,ECOM,ECOM,Subscription,RWUDGJ6LC3,37.8098511,139.1200637
47663.28,1697840232,4397,7651,4510930,82861.45,PHONE,Order,Payment Withdrawal,PMXLSZ4QR1,29.507848,106.513904
89168.21,1707977243,698,18,6067952,37675.69,ECOM,Website,Purchase,HNKFAI9VE2,34.0380929,108.5456244
46533.56,1706508295,9015,3494,4733787,80633.7,POS,On-Site,Purchase,EKCZSH8MA5,-2.609012,112.403397
80652.81,1695520899,5036,1073,7561168,4014.88,WEB,On-Site,ECOM,HNKFAI9VE2,-7.2964746,108.7571263
3380.35,1700860747,829,6828,6891878,39031.75,ECOM,On-Site,Order,HNKFAI9VE2,14.5697565,121.0247172
66594.55,1703668125,124,5159,1064988,69324.94,MOBILE,App,ECOM,RWUDGJ6LC3,34.8702789,138.2530386
51004.09,1686029842,6044,7292,1072097,40159.72,ECOM,Order,Order,XYBTQO2NP7,29.6464527,-95.4935119
46904.18,1691709983,8519,8890,4149891,76223.37,ECOM,App,Purchase,RWUDGJ6LC3,49.9600837,14.3198018
87286.06,1690354278,9202,5597,3488898,80401.61,PHONE,ECOM,ECOM,PMXLSZ4QR1,39.8474574,-8.8886377
13509.67,1698771489,231,2629,5709828,92181.18,PHONE,Website,Order,HNKFAI9VE2,54.0984453,77.6793844
10772.93,1700823002,3835,5221,9826355,89207.49,MOBILE,Order,Purchase,OTYJVD5UH6,27.568278,117.562238
28452.92,1706911230,7442,6459,3159374,35154.83,ECOM,On-Site,ECOM,OTYJVD5UH6,10.8833332,122.9666672
17775.56,1684784472,8872,7382,5774863,67386.12,POS,App,Purchase,XYBTQO2NP7,34.329605,108.708991
47050.73,1710214371,4528,1766,6583162,54448.13,POS,ECOM,Purchase,HNKFAI9VE2,16.9551818,103.4418676
55769.57,1682830442,26,1762,8465257,1199.84,MOBILE,On-Site,Purchase,EKCZSH8MA5,15.4978643,120.8420786
16167.54,1699967765,9599,8891,6167649,78815.95,POS,ECOM,Purchase,HNKFAI9VE2,7.061611,7.449732
65977.34,1702745707,9601,3746,784740,49841.6,ECOM,ECOM,Subscription,XYBTQO2NP7,47.8225694,0.3908219
86038,1688275865,6147,930,6437922,67541.72,ATM,Website,Order,EKCZSH8MA5,17.1374798,-62.6236633
32526.57,1701172170,4441,2828,4043035,18917.62,MOBILE,Order,ECOM,EKCZSH8MA5,-6.9480217,112.4440473
30117.09,1682606204,1382,4134,475672,22015.75,ATM,App,Subscription,RWUDGJ6LC3,61.5792581,26.0188652
50422.78,1687379991,7266,8985,365084,18914.16,MOBILE,On-Site,Subscription,XYBTQO2NP7,13.9008751,121.486094
8668.44,1697630036,6976,7994,8815624,23424.93,POS,Order,ECOM,PMXLSZ4QR1,60.3584066,28.6307178
79659.11,1690808157,8671,1034,2240044,27322.02,ATM,ECOM,Subscription,OTYJVD5UH6,56.9396428,37.3590646
17587.88,1694341982,3344,83,6079609,94063.64,ECOM,App,Purchase,EKCZSH8MA5,-19.67511,-51.1913338
93262.58,1704142911,8570,5604,9680578,7325.16,ECOM,Website,Payment Withdrawal,RWUDGJ6LC3,28.797983,116.070639
2487.63,1709035172,8134,2077,7537366,35976.7,POS,Order,Purchase,EKCZSH8MA5,50.44979,-119.20235
7867.19,1705854969,8461,2212,3034506,21944.4,PHONE,ECOM,Purchase,RWUDGJ6LC3,-12.6245549,-39.1023228
68324.23,1702772489,4938,4236,8153974,19476.48,ATM,Website,ECOM,XYBTQO2NP7,3.9671435,103.40391
27036.67,1702136540,1705,8109,4665314,89843.52,MOBILE,Website,Subscription,OTYJVD5UH6,45.1242818,39.3719039
78654.31,1681073456,2114,748,8985910,27202.35,MOBILE,App,Subscription,OTYJVD5UH6,-6.9028171,106.3483779
14847.93,1686494949,4556,5837,6467940,62219.14,PHONE,Website,Purchase,OTYJVD5UH6,-21.4152377,-50.0773225
61995.56,1692490483,552,8393,1942538,53473.91,WEB,On-Site,Subscription,XYBTQO2NP7,10.8325561,5.8274722
98541.09,1706506496,8614,9089,626891,4161.8,PHONE,ECOM,Subscription,HNKFAI9VE2,0.0637715,31.3541631
46265.3,1688220393,285,5949,4443069,70347.03,ECOM,Order,Purchase,HNKFAI9VE2,28.579409,110.090436
43585.62,1710519498,9366,9891,3283679,37410.42,WEB,App,ECOM,EKCZSH8MA5,45.7849952,-72.0145063
82644.63,1684467807,3300,6261,8824621,91517.4,MOBILE,Order,ECOM,RWUDGJ6LC3,-40.1929865,175.2929384
66489.49,1701328817,1314,1029,5969389,82610.43,MOBILE,App,ECOM,EKCZSH8MA5,-12.1444393,-44.9965028
50091.58,1695685339,4592,2851,6954632,72356.61,MOBILE,On-Site,Payment Withdrawal,HNKFAI9VE2,38.7433547,-8.0759339
24791.85,1709779179,6294,1160,8748883,55614.34,WEB,On-Site,Subscription,RWUDGJ6LC3,44.9688472,-93.1315648
72259.06,1695027593,9330,5713,7400031,6472.01,WEB,Order,ECOM,EKCZSH8MA5,16.1131855,103.9056032
51061.28,1693822799,5017,4903,8174572,54659.47,WEB,Order,Payment Withdrawal,EKCZSH8MA5,35.4399,48.0736
54449.8,1690185773,6554,7095,1788553,51154.07,PHONE,Order,Subscription,XYBTQO2NP7,44.5454847,18.1033619
38867.26,1698263062,4398,5508,1576536,62284.53,PHONE,ECOM,Payment Withdrawal,EKCZSH8MA5,36.6832659,10.5830644
42105.23,1683145975,9560,5726,3202933,54201.8,ECOM,App,Order,EKCZSH8MA5,-34.6558079,-58.3734773
46956.27,1692059972,8131,6124,8144349,54079.25,WEB,App,Subscription,EKCZSH8MA5,52.5124538,4.6573346
75089.92,1699672533,8492,1911,7835728,7451.5,WEB,Website,Payment Withdrawal,RWUDGJ6LC3,46.1236303,32.2912714
85402.88,1709148322,2979,5724,6817874,18556.55,MOBILE,On-Site,Order,EKCZSH8MA5,50.6906104,18.5510673
35604.85,1706902565,7775,4127,7820962,51152.68,PHONE,App,Order,XYBTQO2NP7,-27.946449,-52.9164069
53653.25,1708135998,661,4744,8183761,35606.11,ATM,On-Site,Payment Withdrawal,OTYJVD5UH6,1.05,118.8
82103.85,1706473338,2295,4155,1195968,90062.14,POS,On-Site,Subscription,OTYJVD5UH6,13.4840159,-87.6950899
8104.56,1711668529,3023,5364,7795722,16901.94,POS,On-Site,Subscription,HNKFAI9VE2,27.8222933,-97.5788975
48556.77,1692829307,9620,4050,4458220,87331.66,WEB,On-Site,Subscription,HNKFAI9VE2,-28.183771,23.5609459
84000.99,1680766304,8803,8915,1917273,4411.76,MOBILE,Website,ECOM,XYBTQO2NP7,55.8634461,13.6916707
49203.68,1695531377,3737,3150,8949017,25717.29,POS,ECOM,Order,XYBTQO2NP7,41.781418,82.502677
77088.75,1700309162,8387,5383,2493321,81521.06,ECOM,ECOM,Order,EKCZSH8MA5,35.8939566,117.9249002
94841.42,1700695725,4880,7642,3817885,76175.08,MOBILE,Order,Order,XYBTQO2NP7,24.7048435,-77.7852575
38758.25,1681924792,9879,4997,1623778,91355.47,WEB,ECOM,Subscription,EKCZSH8MA5,39.975999,116.317558
92653.71,1681231296,9948,3417,3960425,23692.47,WEB,On-Site,Order,HNKFAI9VE2,15.3749929,-4.2615383
89203.5,1685747366,6126,770,535158,37851.17,ECOM,On-Site,Order,EKCZSH8MA5,49.23335,-102.1676
31550.96,1698715900,2866,7720,7880122,75200.39,ATM,App,ECOM,HNKFAI9VE2,36.040428,50.5446161
37004.59,1690175161,6615,4151,7177290,45336.31,POS,ECOM,Payment Withdrawal,XYBTQO2NP7,36.806669,118.017938
14120.31,1709728830,2730,8507,86505,91803.09,ECOM,App,Subscription,OTYJVD5UH6,-6.8008183,107.1781769
1913.78,1710217565,8694,1691,1960073,82962.69,ECOM,Website,Subscription,XYBTQO2NP7,-26.6329034,-48.6844637
64847.71,1692199343,9907,11,7062340,39323.62,POS,On-Site,Purchase,EKCZSH8MA5,26.41417,109.10222
86337.25,1683705629,9956,6667,426413,95141.26,MOBILE,App,Order,OTYJVD5UH6,9.93689,-83.00685
55320.35,1692146856,3053,6707,4461498,24925.97,POS,On-Site,Subscription,EKCZSH8MA5,-18.1929582,31.5427093
73938.39,1697561705,6655,321,4888711,91134.19,ECOM,App,Order,XYBTQO2NP7,59.324761,18.2730402
46196.66,1683435529,1408,4757,6185768,15699.12,WEB,Website,Order,HNKFAI9VE2,-8.5262,120.2214
30944.66,1710738935,436,2332,4556075,54231.43,ECOM,On-Site,Subscription,EKCZSH8MA5,7.1064967,124.828232
36679.39,1695866945,6101,3954,8183456,41128.19,POS,On-Site,ECOM,RWUDGJ6LC3,6.5999999,124.8499985
38639.28,1700850195,4416,7168,1838621,75550.76,PHONE,Order,Payment Withdrawal,OTYJVD5UH6,29.0554502,114.1574404
92936.46,1702258342,5030,3952,9202259,41568.6,WEB,Order,Subscription,HNKFAI9VE2,30.550638,63.78141
43601.65,1695159058,2761,2223,1213,40743.74,WEB,ECOM,ECOM,PMXLSZ4QR1,35.54729,65.5676
68850.17,1706374327,815,6926,711836,41758.19,PHONE,ECOM,Order,EKCZSH8MA5,46.689671,126.11386
21151.13,1693809467,3183,2052,1903191,77154.74,ECOM,On-Site,Purchase,HNKFAI9VE2,-9.4033,119.5606
70045.37,1696387888,7191,3734,6010998,43666.18,POS,ECOM,Purchase,EKCZSH8MA5,31.9069842,73.2723283
83145.07,1706261388,7181,1164,5505145,61674.14,ATM,Order,ECOM,EKCZSH8MA5,43.4945737,5.8978018
3953.94,1707380749,6598,425,6683644,12962.52,ECOM,ECOM,Purchase,EKCZSH8MA5,-6.9277361,106.9299579
82894.73,1695953137,4827,3566,9200551,89570.47,PHONE,On-Site,Subscription,PMXLSZ4QR1,45.137411,3.812874
12046.37,1699958607,7391,8305,1842868,36985.38,ECOM,Website,Subscription,OTYJVD5UH6,45.2977605,2.5135985
70791.41,1695930309,3851,2597,2967311,96607.81,MOBILE,App,ECOM,EKCZSH8MA5,15.252,120.0169
63913.56,1682719752,3245,189,5350949,25585.04,ECOM,ECOM,ECOM,PMXLSZ4QR1,46.5217941,6.0221735
65512.74,1696118794,5292,725,1977165,55791.73,POS,Website,ECOM,EKCZSH8MA5,49.7986721,19.1888791
64907.89,1685762140,7258,2700,7840454,47389.56,ATM,Order,Payment Withdrawal,HNKFAI9VE2,-7.8533911,111.2994071
82468.85,1695022535,4622,6942,2610709,24294.09,PHONE,On-Site,ECOM,RWUDGJ6LC3,-7.5201771,109.2638245
9802.67,1687741411,8561,8610,4846146,24660.38,WEB,App,Order,EKCZSH8MA5,11.8495208,-86.1980589
47277.51,1689138343,2800,3975,7673620,63327.17,WEB,App,ECOM,RWUDGJ6LC3,-7.4652278,-37.7662816
51219.97,1682454341,2087,7189,7365651,21620.05,PHONE,App,Subscription,EKCZSH8MA5,13.2063104,-16.3037052
73234,1697182251,9876,7493,5928136,62132.05,ATM,Website,Subscription,PMXLSZ4QR1,40.951501,-7.3462545
56311.74,1706620209,589,6432,8178647,87077.18,POS,On-Site,Subscription,OTYJVD5UH6,-21.2399347,-43.7764925
82128.99,1701305863,163,726,30488,21664.27,POS,Website,Payment Withdrawal,XYBTQO2NP7,28.805453,104.802326
7479.1,1709170324,1146,9933,5908061,83569.34,POS,Website,Payment Withdrawal,XYBTQO2NP7,-8.1401564,117.7901088
78605.95,1685802489,7627,5393,6598934,65935.66,MOBILE,App,ECOM,EKCZSH8MA5,48.5851876,7.7342943
46793.82,1694843497,6611,2411,2130683,90983.24,WEB,App,Payment Withdrawal,PMXLSZ4QR1,-6.7116892,111.2815216
56129.98,1689309974,2986,6683,2456091,70385.93,MOBILE,Order,Payment Withdrawal,HNKFAI9VE2,-8.3165281,-40.2680075
2674.68,1694102530,9692,3670,1655021,57951.81,ECOM,App,Subscription,PMXLSZ4QR1,42.1142239,-84.2494229
77869.76,1681280789,342,972,8619802,35267.14,POS,App,Subscription,RWUDGJ6LC3,44.9544161,42.0328581
31782.06,1699774844,5447,6582,5662434,35389.34,ATM,Website,Order,EKCZSH8MA5,50.9575733,15.7384571
33941.57,1707548596,3493,1115,9072877,11744.41,MOBILE,Order,Subscription,HNKFAI9VE2,-33.5072907,-57.7992243
98534.23,1703228731,1747,2032,558363,21491.91,MOBILE,Website,Payment Withdrawal,OTYJVD5UH6,39.7553682,-8.7451818
74924.5,1695501467,9009,7253,423024,99421.78,ECOM,App,Subscription,XYBTQO2NP7,-26.5081999,31.3713164
22836.75,1708595191,7425,3974,3249931,41769.41,ECOM,ECOM,Purchase,HNKFAI9VE2,15.9814118,120.8071339
84225.63,1690265244,3530,5183,1904295,6752.57,PHONE,App,Payment Withdrawal,EKCZSH8MA5,49.9958286,88.6754902
24370.23,1697215960,6261,3951,4974605,93285.53,POS,App,Order,PMXLSZ4QR1,33.6289952,-112.1370601
35898.97,1706245702,374,9874,7638134,73017.12,ATM,App,Payment Withdrawal,OTYJVD5UH6,52.7402052,20.9439427
97775.7,1684041369,3148,904,1043676,82207.33,PHONE,On-Site,ECOM,PMXLSZ4QR1,38.5866475,-8.923424
93054.23,1687576505,6405,9339,6695182,25984.47,ATM,Website,Order,OTYJVD5UH6,40.862786,-8.4731932
36638.99,1700153815,1250,1983,6129522,66455.74,MOBILE,Order,Purchase,EKCZSH8MA5,4.7204604,-74.4584245
21558.58,1690860145,5297,9891,9781508,39763.74,POS,App,Purchase,HNKFAI9VE2,27.087637,114.964696
42087.41,1704737697,5399,4322,7109144,73747.71,ECOM,ECOM,Purchase,HNKFAI9VE2,45.4514411,18.6589341
99359.11,1708673921,26,651,8118384,4818.51,ATM,On-Site,Purchase,XYBTQO2NP7,55.0615034,59.9082587
75440.8,1704905799,9020,7069,6259599,25600.49,WEB,App,ECOM,HNKFAI9VE2,31.210297,96.600578
45883.17,1699324989,4166,5742,3642995,46972.98,ECOM,On-Site,Order,EKCZSH8MA5,39.948572,116.420192
75381.47,1705921501,8424,6143,7580169,36813.87,PHONE,On-Site,Order,XYBTQO2NP7,39.2699174,-9.1052924
14476.52,1683774571,4401,3447,4348418,22794.52,ECOM,ECOM,Payment Withdrawal,RWUDGJ6LC3,63.8303942,20.2848088
34743.69,1706503680,9701,5319,1680011,24389.22,PHONE,Order,Order,HNKFAI9VE2,-6.8732784,107.5993373
56502.28,1697195864,3379,1737,7190470,67627.42,ATM,App,Payment Withdrawal,OTYJVD5UH6,60.2025952,24.904004
98217.38,1698408373,7191,7363,7018341,14499.59,ATM,App,Order,PMXLSZ4QR1,-24.0863273,-57.0844094
27345.53,1706674358,7730,3076,6311719,74603.92,WEB,On-Site,Payment Withdrawal,RWUDGJ6LC3,43.2311668,44.6420273
84460.24,1682802722,1221,4998,5059776,98197.4,ECOM,On-Site,Purchase,OTYJVD5UH6,39.1457699,-9.234085
1113.86,1683922610,2374,2871,8642768,66120.62,ATM,Website,Payment Withdrawal,EKCZSH8MA5,40.2074194,22.4387178
70096.83,1706783591,2851,2518,4398017,2622.41,WEB,On-Site,Payment Withdrawal,RWUDGJ6LC3,57.492982,12.0730996
15320.93,1707866605,5965,3031,6232564,80958.18,POS,ECOM,Order,EKCZSH8MA5,43.0690343,-89.4245627
24969.33,1692703335,8229,4060,7072407,66917.19,ATM,App,Purchase,RWUDGJ6LC3,14.1893533,122.5171185
41402.17,1686428126,26,8904,2283608,872.94,MOBILE,ECOM,Order,HNKFAI9VE2,27.950753,109.592921
64535.04,1698896787,3687,1669,4590796,38897.17,ECOM,On-Site,Purchase,HNKFAI9VE2,58.4194701,15.1532963
88197.08,1704548508,8499,3938,9506459,39820.88,PHONE,ECOM,ECOM,EKCZSH8MA5,-31.3366412,-64.3060567
20354.9,1701278484,4651,1137,1933836,59657.53,ATM,On-Site,Subscription,OTYJVD5UH6,23.0356299,91.4828056
51207.64,1705076230,3471,9582,7211771,39481.28,WEB,On-Site,Purchase,EKCZSH8MA5,41.93167,21.01333
29834.97,1697528274,5292,7918,5375849,53672.56,MOBILE,ECOM,ECOM,PMXLSZ4QR1,52.1567272,17.1602866
50431.28,1685967223,838,8324,5033615,65644.72,ATM,Website,Payment Withdrawal,PMXLSZ4QR1,59.3618675,17.9791475
77344.05,1697549836,8554,8837,7259456,19854.49,ECOM,App,Order,XYBTQO2NP7,51.965973,21.419225
41712.33,1693398071,6313,2852,549217,96109.51,ECOM,ECOM,Order,XYBTQO2NP7,44.9856696,19.2988999
17394.49,1681200872,5794,7655,2998080,54175.61,ATM,App,Purchase,PMXLSZ4QR1,24.1092009,117.1199596
73759.56,1699450834,228,5351,5129048,91455,PHONE,On-Site,Subscription,XYBTQO2NP7,15.4910185,-91.765785
63462.36,1709419067,3504,7533,6618997,13172.29,MOBILE,App,ECOM,PMXLSZ4QR1,-27.2313338,-49.652299
22676.71,1707990948,7067,1340,6990792,42852.17,MOBILE,On-Site,Purchase,OTYJVD5UH6,48.3006708,4.0710348
84224.61,1694319021,1944,4544,7728587,4331.88,MOBILE,App,Subscription,EKCZSH8MA5,36.77549,119.219734
45323.43,1692724879,9618,4413,4231426,80020.59,WEB,On-Site,Purchase,OTYJVD5UH6,53.4066765,82.6293575
95417.16,1711268823,1455,2981,5271865,9140.5,ECOM,App,Subscription,OTYJVD5UH6,26.790544,99.816059
14743.01,1693527879,9214,5806,2968522,69756.48,ECOM,Website,Subscription,RWUDGJ6LC3,38.669386,106.419798
87718.58,1705266927,9480,5648,9188122,38066.2,POS,On-Site,Subscription,RWUDGJ6LC3,14.6602787,120.989116
29521.09,1689011725,2052,9750,9161469,50844.13,ECOM,Order,ECOM,XYBTQO2NP7,43.7129726,7.1703118
62007.61,1696564649,7568,4628,5897727,52761.13,MOBILE,Website,Payment Withdrawal,RWUDGJ6LC3,34.639007,104.450091
51767.86,1682294526,4316,4844,9332266,18506.33,MOBILE,ECOM,Subscription,XYBTQO2NP7,38.4620145,-9.1700425
49879.14,1698864259,5357,7268,4097773,10171.14,ECOM,Order,Payment Withdrawal,OTYJVD5UH6,-22.7475609,-50.3834929
